Как можно удалить Территориально Распределенные Подразделения в ЦЭДМ?,"Для удаления Территориально Распределенного Подразделения администратору в головной организации необходимо перейти в раздел ""Организации"" и нажать на иконку удаления Территориально Распределенного Подразделения (иконка урны). Перед удалением необходимо убедиться, что у данного Территориально Распределенного Подразделения отсутствуют документы в промежуточных статусах, а также отсутствуют коды маркировок в разделе ""КМ на хранении"".",
Как можно установить определенных сотрудников для своего созданного Территориально Распределенного Подразделения?,"Для того чтобы определить сотрудника на конкретные Территориально Распределенные Подразделения, данный сотрудник должен зарегистрироваться на сайте Ismet.kz и прикрепить головную организацию с Электронной Цифровой Подписью. Далее, администратору головной организации необходимо перейти в раздел ""Пользователи"" и нажать на иконку редактирования пользователя, которому нужно дать возможность работы в Территориально Распределенном Подразделении. В открывшемся окне в режиме ""Организаций пользователя"" необходимо установить галочку возле организации, где данный сотрудник должен работать.",
Как можно установить администратором организации другого сотрудника организации?,"Для того чтобы установить еще одного админситратора на данную организацию, текущий администратор долэен перейти в раздел ""Пользователи"" и нажать на иконку пользователя которого необходимо установить администратором данной организации.
В открывшемся окне необходимо нажать на кнопку ""Управление ролями"" и выбрать роль ""Администратор"" в списке ролей, после чего нажать на кнопку ""Сохранить"".",
Можно ли изменить адрес и наименование Территориально Распределенного Подразделения в ЦЭДМ?,"Да, пользователь с ролью администратора имеет возможность изменение адрса и наименования Территориально Распределенного Подразделения в разделе ""Организации"" при нажатии на иконку редактирования.",
Существуют ли у Территориально Распределенного Подразделения уникальные БИНы и как они формируются?,При создании Территориально Распределенного Подразделения система присваивает подразделению БИН состоящий из: БИН головной организации + 000 + порядковый номер,
Можно ли изменить наименование организации в ЦЭДМ?,"Смена наименования организации доступно только зарубежным организациям, а также организациям являющимися Индивидуальными Предпренимателями. Если ваша организация входит в один из вышеперечисленных видов, то администратор организации имеет возможность изменить наименование в разделе ""Организации"" нажав на иконку редактирования организации.",
Как в ЦЭДМ скачать подписанный договор публичной оферты?,"Для того, чтобы скачать публичный договор оферты администратору организации необходиме перейти в раздел ""Организации"" и нажать на кнопку ""Скачать договор оферты"" в верхнем-правом углу сайта.",
"Не видно раздел ""Организации"" на левом боковом меню. Где его найти?","Раздел ""Организации"" и ""Пользователи""  доступен только администраторам данной организации. Если вы хотите стать администратором организации, то текущий администратор данной организации должен дать вам данную роль в разделе ""Пользователи"".",
"При формировании документа ,Территориально Распределенное Подразделение не выходит в списке получателей документа.","Возможной причиной отсутствия Территориально Распределенного Подразделения в списке получателей может являться не подписанная публичная оферта от данной организации . Также, возможно данная организация была удалена администратором организации, либо изначально никогда не создавалось.",
"Как можно изменить фамилию, имя и отчество сотрудника в ЦЭДМ?","Для изменения фамилия, имени и отчества пользователя, необходимо на сайте Ismet.kz перейти в раздел ""Редактировать профиль"". В данном разделе необходимо установить корректные данные в поле ""Персональные данные"". Далее, пользователю необходимо в системе ЦЭДМ перейти в раздел информации пользоватля (иконка человека в правом-верхнем углу) и в открывшемся окне нажать на ""Обновить мои данные"".",
Как удалить сотрудника из головной организации в ЦЭДМ? (лекарственые средства),"Удление сотрудника из головной организации проводится в два этапа:
1) Удаление из сайта Ismet.kz
2) Удаление из сайта маркировки (ЦЭДМ)
Для удаления сотрудника(пользователя) из головной организации администратору организации на сайте Ismet.kz необходимо перейти в раздел ""Управление компаниями"", кликнуть на поле необходимой компании и в открывшемся окне кликнуть на сотрудника которого необходимо удалить. В открывшемся окне необходимо нажать на кнопку удаления.
Далее, администратору организации необходимо прейти в раздел ""Пользователи"" в ЦЭДМ и нажать на иконку редактирования пользователя. В открывшемся окне необходимо снять галочку с головной организации.",
Как пригласить пользователя в свою организацию?,"Для приглашения пользователя в свою организацию администратору организации необходиме перейти в раздел ""Организации"" и нажать на иконку редактирования организации, далее необходимо нажать на кнопку ""Пригласить пользователя"". В открывшемся окне",
Как мне изменить почту (логин) в ЦЭДМ?,"Изменение авторизационных данных пользователя ЦЭДМ происходит на сайте Ismet.kz. Для изменения почты необходимо перейти в раздел ""Редактировать профиль"" и нажать на поле ""Почта"". В открывшемся модальном окне необходимо нажать на ""Изменить почту"" и пройти верификацию изменения почтового адреса. После изменения почты пользователь может выполнить авторизацию на сайте маркировки ЦЭДМ с использованием обновленного почтового адреса .",
Есть ограничение в количестве пользователей работающих в одной организации?,"Нет, на данный момент органичение на количество сотрудников в одной организации отсутствует.",
Может ли один пользователь работать в разных организациях в системе маркировки ЦЭДМ?,"Да, пользователь может работать в разных организациях в ЦЭДМ. Прикрепление второй, третьей и последующих организации не отличается от процедуры регистрации первой организации. Количество организации, в которых может работать один пользователь не ограничен.",
В каком разделе системы ЦЭДМ можно создать документы прослеживаемости?,"Сформировать документ можно в разделе ""Новый документ"" на левом боковом меню системы.",
Кто может формировать документы прослеживаемости в системе ЦЭДМ?,Сформировать документ может любой сотрудник организации.,
Каким образом можно создать документы прослеживаемости в системе ЦЭДМ?,"Для создания документа необходимо авторизоваться в системе и перейти в раздел ""Новый документ"" и нажать на список документов. В выпадающем списке необходимо выбрать нужный тип документа и заполнить все необходимые поля, после чего нажать на кнопку ""Сохранить как черновик"". Сохраненный документ перейдет в раздел черновиков в статусе ""Расчет итогов"", после чего, если проверка данный документа просле успешно, сменит статус на ""Черновик"". Далее пользователь имеет возможность отпарвить документ получателю подписав его с Электронной Цифровой Подписью.",
Не выходит организация с списке получателей документа при формировании документа.,"Если организация не выходит в списке получателей документа, то возможно данная организация еще не зарегистрирована в системе, либо не была подписана публичная оферта со стороны данной организации. 
Также помните, что для типа документа ""Акт приема/передачи Единого дистрибьютора"" получателем можно выбрать организации с ролью ""Медицинская организация"" или ""Арендованный склад СКФ"" (Данное правило не распространяется на производителей лекарственных средств). Для актов внутреннего перемещения получателем можно выбрать только Территориально-распределенные подразделений подписавших оферту.",
Каким образом можно вложить коды маркировок в документ?,"Для вложения кодов маркировок или кодов агрегатов пользователь может скопировать сами коды и вставить их в специальное поле для ввода кодов, копировать можно сразу несколько кодов. Также пользователь может загрузить в документ файл со списокм кодов в формате CSV. Третьим вариантов вложения кодов является сканирование дата матрикс кодов 2D-сканером.",
Обязательно ли загружать в документ коды агрегатов или можно лекарства только кодами маркировок?,"Система ЦЭДМ позволяет формировать документы как с кодами маркировок, так и с кодами агрегатов. Помните, что не разрешается формировать документ с агрегатами и кодами маркировок вложенных в данные агрегаты, вам необходимо указать только агрегаты либо только коды маркировок.
Формировать передачу лекарственных средств в ЦЭДМ рекомендуется аналогично их физической отправке получтелю.",
"Выходит ошибка ""марку с типом СКФ нельзя использовать для этого типа документа!"". Что делать?","Коды маркировок с меткой ""skf"" нельзя использовать в обычных Актах приема-передачи. Вам необходимо использовать подобные коды в Актах приема-передачи Единого дистрибьютора.",
"В отправленном получателю документе есть кнопка ""Товар доставлен"", что означает данная кнопка?","Пользователь имеет возможность установить дату доставки товара получателю в отправленном документе. Для этого необходимо нажать на кнопку ""Товар доставлен"" и выбрать дату доставки товара (которая не может быть ранее даты отправки документ).",
"Что означает поле ""Возврат товаров СКФ поставщику СКФ"" в Акте приема-передачи?","У пользователя есть возможность вернуть принятые лекарственные средства обратно поставщику СК-Фармации. Для этого в Акте приема-передачи необходимо установить галочку возле поля ""Возврат товаров СКФ поставщику СКФ"". При формировании документа с подобным параметром, необходимо учесть следующие два правила:
1) Вложенные коды маркировок должны обладать меткой ""skf""
2) Создатель документа должен обладать ролью ""Арендованный склад СКФ""
При принятии документа с подобным параметром, система ЦЭДМ снимает метки с данный кодов маркировок и менет владельца кодов на организацию принявшей документ.",
"При сохранении документ вышла ошибка ""Код не найден"". Что делать?","Причиной возникновение данной ошибки является использования не валидного кода маркировки в документе прослеживаемости. Код маркировки является не валидным по причине его отсутствия в системе маркировки. Для решения подобных ошибок необходимо:
1. проверить код маркировки на корректность ввода
2. проверить 2Д сканер на корректность считывания дата матрикс кода на пачке лекарственного средства
3. проверить в приложении Naqty Onim текущий статус кода, просканировав дата матрикс код на пачке лекарственного средства. В случае если статус кода «Эмитирован» и «Нанесен, не оплачен» коды не будут числиться в ИС ЦЭДМ до их нанесения и оплаты производителем.",
"При сохранении документ вышла ошибка ""код находится в другом документе"". Что делать?","ИС ЦЭДМ не позволяет использовать код, который находится в другом документе со статусом: 
•	Черновик
•	Ожидает подтверждения
•	В обработке
•	Обработка при приеме
•	Расчет итогов
•	Проверяется
Для решения проблемы проверьте, не находится ли данный код в уже ранее сформированных вами докуметах. Также, возможно данный код был отправлен вам получателем, но еще не принят вами, поэтому необходимо принять данный документ и заново попытаться его использовать в документе.",
"При сохранении документ вышла ошибка ""Строка содержит неподдерживаемые символы"". Что делать?","Данная ошибка возникает при вложении в документ кода маркировки, содержащего лишние от самого кода символы. Пользователю необходимо удалить некорректный документ, либо, в режиме редактирования документа удалить невалидные коды маркировок.",
"При сохранении документ вышла ошибка ""У КМ другой владелец"". Что делать?","Данная ошибка возникает при попытке использовать коды маркировок в документах прослеживаемости или при попытке их агрегирования организацией не являющихся владельцами данных кодов.
Проверка на владельцев кодов распространяется на коды нанесенных с 01.02.2025 года, а также на агрегационные кодов маркировок, созданных или переагрегированных с 01.02.2025 года.
Пользователю, для использования подобных кодов, необходимо стать их владельцем. Осуществить эту можно путем принятия актов приема/передачи или формированием уведомлении о ввозе",
Пропала возможность отозвать отправленный документ. Почему нельзя отозвать документ?,"В случае, если с даты отправки прошло более 20 дней, то отозвать подобный документ будет невозможно.",
Во время сверки кодов маркировок были обнаружены расхождения. Что необходимо сделать дальше?,"При обнаружении расхождении пользователь имеет возможность сформировать Уведомление о расхождении в сторону отправителя сверяемого документа. После получения Уведомления о расхождении, отправитель некорректного акта может сформировать корректный акт на основе данного Уведомления. Получатель Уведомления о расхождении также может и отклонить данное уведомление, тогда первоначальный некорректный акт будет аннулирован.",
"Вместо отклнения было принятие документа, что теперь делать?",Случайно принятые коды маркировок лекарственных средств могут быть обратно возвращены отправителю этим же типом документа.,
"При сохранении документ вышла ошибка ""отсутствует доступ к марке скф!"". Что делать?","Подобная ошибка возникает при попытке использования кодов маркировок с меткой ""skf"" без обладания ролью организации ""Арендованный склад СКФ"" или ""Медицинская организация"". Только организации с данными ролями могут использовать подобные коды.",
Как коды маркировок получают метки skf?,"При принятии Акта приема-передачи Единого дистрибьютора система присваивает кодам маркировок, вложенных в данный документ метки skf.",
Как убрать метки skf с кодов маркировок?,"Наличие метки ""skf"" на коде маркировки предполагает, что данное лекарство передается организациям по линии СК-Фармации и не подлежит коммерческой реализации. Коды маркировок с меткой ""skf"" могут быть использованы только в Актах приема-передачи Единого дистрибьютора и Актах внутреннего перемещения Единого дистрибьютора. В случае, если вы по ошибке приняли данный код маркировки от другого поставщика, вам необходимо вернуть его Актом приема-передачи Единого дистрибьютора или обычным Актом приема-передачи, с галочкой в поле ""Возврат товара СКФ поставщику СКФ"".",
"Выходит ошибка ""Коммерческие КМ и марки СКФ не должны быть в одном агрегате"". Что делать?",В системе ЦЭДМ запрещается агрегировать коммерческие лекарственные средства и лекарства передаваемые по линии СК-Фармациию. Вам необходимо агрегировать подобные агрегаты отдельно.,
"Выходит ошибка ""Номер агрегата не верен"" при попытке создания агрегата. Что делать?","Номера агрегатов согласно формате SSCC должны начинаться с двух лидирующих нулей и состоять из 20 символов. Проверьте, соответствует ли ваш номер агрегата этим критериям.",
"Сформированные в СУЗ агрегаты не появились в ЦЭДМ в разделе ""Агрегации"". Что делать?","Вам необходимо проверить режим ""Ошибочные агрегаты""  в данном разделе. В случае попадания агрегатов в данный режим вам необходимо ознакомится с причиной ошибки данный агрегатов, исправить данную ошибку и выполнить ручную переобработку нажав на иконку переобработки.
В случае переобработки паллет, пользователь должен переобработать вложенные внутри данной паллеты короба, и только затем выполнить переобработку паллеты.
Помните, что количество ручной переобработки в ЦЭДМ ограничено до 3 раз.",
Есть ли ограничение в количестве кодов маркировок в коробе в ЦЭДМ?,В системе ЦЭДМ запрещается агрегировать более 5000 кодов в один короб.,
Есть ли ограничение в количестве кодов маркировок в одном документе в ЦЭДМ?,"В системе ЦЭДМ запрещается вложение в документ более 5000 лекарственных средств в разрезе кодов маркировок. Однако, данный лимит может быть увеличен путем агрегирования кодов и вложения данных агрегатов в документ.",
Разрешается ли вложение в один короб коды маркировок разных лекарств?,"Да, разрешается вложение кодов маркировок разных лекарственных средств в один короб. Важно, чтобы все коды маркировок были только с метками ""skf"", либо только без данной метки.",
"Код маркировки был продан через кассу, но данный код все-еще находится в разделе  ""КМ на хранении"". Что делать?","Коды маркировок,  при их продаже, передаче или выводу из оборота, сразу удаляются из раздела ""КМ на хранении"" организации. В случае, если вы обнаружили, что при проведении вышеописанных действии ваш код не был удален из данного раздела, вам необходимо обратиться в техническую поддержку и приложить следущие материалы:
1) Снимок экрана ""КМ на хранении"" где виден данный код маркировки
2) Снимок экрана вывода из оборота код или ее продажи чеком или ее передача
Во всех снимках экрана должно быть видно время совершения снимка.",
"Код маркировки был выведен из оборота Уведомлением о выводе из оборота, но данный код все-еще находится в разделе  ""КМ на хранении"". Что делать?","Коды маркировок,  при их продаже, передаче или выводу из оборота, сразу удаляются из раздела ""КМ на хранении"" организации. В случае, если вы обнаружили, что при проведении вышеописанных действии ваш код не был удален из данного раздела, вам необходимо обратиться в техническую поддержку и приложить следущие материалы:
1) Снимок экрана ""КМ на хранении"" где виден данный код маркировки
2) Снимок экрана вывода из оборота код или ее продажи чеком или ее передача
Во всех снимках экрана должно быть видно время совершения снимка.",
"В ЦЭДМ случайно был принят акт приема-передачи, который на самом деле нужно было отклонить. Что теперь делать?",В данном случае у пользователя есть возможность вернуть обратно данные коды маркировок путем формировани такого-же типа Акт приема-передачи в сторону отправителя.,
Может ли организация видеть коды маркировок и коды агрегатов своих Территориально Распределенных Подразделении находясь в личном кабинете головной организации в ЦЭДМ?,"Система ЦЭДМ позволяет головной организации видеть и управлять кодами агрегатов своих Территориально Распределенных Подразделении в разделе ""Агрегации"". Однако , головная организация не может видеть коды маркировок своих Территориально Распределенных Подразделении, также как и не может видеть и управлять документами своих Территориально Распределенных Подразделении .",
"Документ застрял в статусе ""Расчет итогов"". Что делать?","После подписи документ с Электронной Цифровой Подписью, система ЦЭДМ выполняет обработку документа из-за чего документ может находится в промежуточном статусе ""Расчет итогов"", ""Обработка при приеме"" и ""Обработка при отправке"". Документ должен перейти в следующий конечный статус в течении 3 часов после подписания документа, если обраотка документа системой заняло более 3 часов необходимо написать обращение в техническую поддержку с просьбой рассмотрения данной ситуации.",
Возможно ли вернуть код маркиоровки обратно в оборот в системе?,На техническом уровне система позволит пользователю вернуть в оборот проданный ранее код маркировки.,
Где можно увидеть сформированные в ИС МПТ агрегеаты в ЦЭДМ?,"При успешном формировании отчета об агрегации в ИС МПТ (СУЗ), ваши агрегаты появятся в разделе ""Агрегации"" в списке ваших агрегатов. Агрегаты появляются в ЦЭДМ в режиме онлайн.",
Где можно увидеть нанесенные в ИС МПТ коды маркировок в ЦЭДМ?,"При успешном формировании отчета о нанесении и оплаты, ваши коды маркировок появятся в разделе ""КМ на хранении"". Коды маркировок появляются в ЦЭДМ в режиме онлайн после их нанесения и оплаты.",
В списке агрегатов ЦЭДМ нет агрегатов сформированных в ИС МПТ. Что делать?,"В списке агрегатов ЦЭДМ отображаются только успешно сформированные агрегаты. Если ваших агрегатов нет в данном списке, то вам необходимо перейти в режим ""Ошибочные агрегаты"", ознакомится и исправить причину ошибки ваших агрегатов, а затем запустить ручную переобработку данных агрегатов.
Агрегаты могут попасть в данный список ошибочных агрегатов по следующим причинам:
1) Номер агрегата уже используется
2) Агрегируемый код маркировки не найден в базе ЦЭДМ. Возможно вы агрегируете эмитированные или не оплаченные коды.
В случае попадания в ошибочные агергаты паллет, вам необходимо сначала запустить переобработку коробов, а затем переобрботку паллеты.
Помните, что количеств попыток ручной переобработки агрегатов ограничено 3 попытками.",
"В разделе ""КМ на хранении"" отсутствуют коды маркировок. Что делать?","Коды маркировок удаляются из раздела ""КМ на хранении"" в следующих случаях:
1. Коды маркировок были вложены в отправленный Акт, который был принят получателем.
2. Коды маркировок были выведены из оборота.
Если же вы не нашли коды маркировок, которые вы нанесли в ИС МПТ (СУЗ), то вам необходимо проверить были ли данные коды оплачены и был ли отчет о нанесении сформирован корректно.",
На какие типы документов не распространяется проверка на владельца?,"Проверка на владельца не распространяется на следующие типы документов:
1. Уведомление о ввозе из 3 стран
2. Уведомление о ввозе из стран ЕАЭС",
Каким образом происходит сверка кодов маркировок в документе?,"Для сверки кодов маркировок, получателю документа необходимо перейти в режим сверки внутри данного документа. В открывшемся окне пользователь выполняет сверку лекарственных средст полученного физический, с лекарствами указанными поставщиком в данном документе.
Выполнить сверку можно путем сканирования датаматрикс кодов, вложением CSV файла с кодами и путем копирования и вставки кодов.
При обнаружении расхождении, получатель имеет возможность отпарвки Уведомления о расхождении поставщику. В данном уведомлении, в нижней части документа, находятся три кнопки, позволяющие загрузить на устройство CSV файлы содержащие:
1) ""Найденные КМ"" —  полученные физически коды, найденные в документа
2) ""Не найденные КМ"" —  полученные физически коды, которых нет в документе
3) ""Добавленные КМ"" —  не полученные физически коды, но которые есть в документе",
Как проводить сверку кодов в агрегатах?,"Сверку кодов маркировок в агрегатх можно провести двумя способами:
1) Выполнить сверку только всех номеров агрегатов.
2) Выполнить сверку всех кодов маркировок и всех номеров агрегатов.",
"Что означает поле ""Возврат товара СКФ поставщику СКФ"" в документе в ЦЭДМ?","Функционал возврата товаров СК-Фармации позволяет вернуть ранее принятые лекарственные средства обратно поставщикам СК-Фармации. Данный функционал доступен только организациям с ролью ""Арендованный склад СКФ"", а также только с кодами обладающих меткой ""skf"". Для возврата товара СК-Фармации отправителю обычного Акта приема-передач необходимо установить галочку в соответствующем поле при формировании документа. При выолнении всех, вышеописанных правил пользователь может успешно сформировать подобный документ, после принятия данного акта система ЦЭДМ снимает метки ""skf"" с кодов маркировок, а товар считается возвращенным поставщику СК-Фармации.",
"При продаже лекарства его код маркировки не списался из раздела ""КМ на хранении"". Что делать?","В случае, если ваши коды маркировок не списываются при продаже лекарственных средств, вам необходимо проверить настройку вашего кассового аппарата и его подключения к ОФД. Если касса во время продажи находилась в автономном режиме, то после подключения к сети ваша касса должна передать в ОФД все данные о продажах за период пребывания в автономном режиме. Для этого ваш кассовый аппарат должен иметь возможность хранить историю о продажах.
В случае, если ваша касса настроена корректно,а код все-равно не был списан с ""КМ на хранении"", просим направить чек продажи и снимок экрана проданного кода в разделе ""КМ на хранении"" на службу технической поддержки.",
При формировании Акта приема-передачи в сторону медицинской организации данная организация не указана в списке получателей. Что делать?,"Если медицинская организация не выходит с списке получателей Акт приема-передачи, то возможно данная организация ещё не зарегистрирована в системе ЦЭДМ. Если же организация зарегистрирована в ЦЭДМ, но не все-равно не выходит в списке получателей Акт приема-передачи, то вероятнее всего данная организация не установила себе роль организации ""Медицинская организация"".
Администратор может устанавливать роли организации в личном кабинете ЦЭДМ в разделе ""Организации"".",
"Какую страну необходимо выбрать в поле ""Страна экспорта"" при формировании Уведомления о ввозе из 3 стран в ЦЭДМ?",В данном поле пользовать должен указать страну из которой ввозятся лекарственные средства.,
"Каким образом организация может получить роль ""Арендованный склад""?","Если ваша организация является арендованным складом СК-Фармации, то вам необходимо обратиться к СК-Фармации с просьбой выставить вам документ ""Доверенность СКФ"" в системе ЦЭДМ. После получения данной доверенности, система автоматический присовит вашей организации и всем вашим Территориально Распределенным Подразделениям роль ""Арендованный склад"".",
